secteur;Activity;Country;Haul;Class;Type;Material;Fuel;load;Waste type;Size;Unit;Year;kg CO2e;kg CO2;kg CH4;kg N2O;;;
Waste disposal;Plastic;;;;Composting;;;;Plastics: PVC (incl. forming);;tonnes;;;;;;;;
Waste disposal;Plastic;;;;Landfill;;;;Plastics: average plastics;;tonnes;;9;;;;;;
Waste disposal;Plastic;;;;Landfill;;;;Plastics: average plastic film;;tonnes;;9;;;;;;
Waste disposal;Plastic;;;;Landfill;;;;Plastics: average plastic rigid;;tonnes;;9;;;;;;
Waste disposal;Plastic;;;;Landfill;;;;Plastics: HDPE (incl. forming);;tonnes;;9;;;;;;
Waste disposal;Plastic;;;;Landfill;;;;Plastics: LDPE and LLDPE (incl. forming);;tonnes;;9;;;;;;
Waste disposal;Plastic;;;;Landfill;;;;Plastics: PET (incl. forming);;tonnes;;9;;;;;;
Waste disposal;Plastic;;;;Landfill;;;;Plastics: PP (incl. forming);;tonnes;;9;;;;;;
Waste disposal;Plastic;;;;Landfill;;;;Plastics: PS (incl. forming);;tonnes;;9;;;;;;
Waste disposal;Plastic;;;;Landfill;;;;Plastics: PVC (incl. forming);;tonnes;;9;;;;;;
Waste disposal;Plastic;;;;Anaerobic digestion;;;;Plastics: average plastics;;tonnes;;;;;;;;
Waste disposal;Plastic;;;;Anaerobic digestion;;;;Plastics: average plastic film;;tonnes;;;;;;;;
Waste disposal;Plastic;;;;Anaerobic digestion;;;;Plastics: average plastic rigid;;tonnes;;;;;;;;
Waste disposal;Plastic;;;;Anaerobic digestion;;;;Plastics: HDPE (incl. forming);;tonnes;;;;;;;;
Waste disposal;Plastic;;;;Anaerobic digestion;;;;Plastics: LDPE and LLDPE (incl. forming);;tonnes;;;;;;;;
Waste disposal;Plastic;;;;Anaerobic digestion;;;;Plastics: PET (incl. forming);;tonnes;;;;;;;;
Waste disposal;Plastic;;;;Anaerobic digestion;;;;Plastics: PP (incl. forming);;tonnes;;;;;;;;
Waste disposal;Plastic;;;;Anaerobic digestion;;;;Plastics: PS (incl. forming);;tonnes;;;;;;;;
Waste disposal;Plastic;;;;Anaerobic digestion;;;;Plastics: PVC (incl. forming);;tonnes;;;;;;;;
Waste disposal;Paper;;;;Re-use;;;;Paper and board: board;;tonnes;;;;;;;;
Waste disposal;Paper;;;;Re-use;;;;Paper and board: mixed;;tonnes;;;;;;;;
Waste disposal;Paper;;;;Re-use;;;;Paper and board: paper;;tonnes;;;;;;;;
Waste disposal;Paper;;;;Open-loop;;;;Paper and board: board;;tonnes;;;;;;;;
Waste disposal;Paper;;;;Open-loop;;;;Paper and board: mixed;;tonnes;;;;;;;;
Waste disposal;Paper;;;;Open-loop;;;;Paper and board: paper;;tonnes;;;;;;;;
Waste disposal;Paper;;;;Closed-loop;;;;Paper and board: board;;tonnes;;21,3842;;;;;;
Waste disposal;Paper;;;;Closed-loop;;;;Paper and board: mixed;;tonnes;;21,3842;;;;;;
Waste disposal;Paper;;;;Closed-loop;;;;Paper and board: paper;;tonnes;;21,3842;;;;;;
Waste disposal;Paper;;;;Combustion;;;;Paper and board: board;;tonnes;;21,3842;;;;;;
Waste disposal;Paper;;;;Combustion;;;;Paper and board: mixed;;tonnes;;21,3842;;;;;;
Waste disposal;Paper;;;;Combustion;;;;Paper and board: paper;;tonnes;;21,3842;;;;;;
Waste disposal;Paper;;;;Composting;;;;Paper and board: board;;tonnes;;21,3842;;;;;;
Waste disposal;Paper;;;;Composting;;;;Paper and board: mixed;;tonnes;;21,3842;;;;;;
Waste disposal;Paper;;;;Composting;;;;Paper and board: paper;;tonnes;;21,3842;;;;;;
Waste disposal;Paper;;;;Landfill;;;;Paper and board: board;;tonnes;;1041,9017;;;;;;
Waste disposal;Paper;;;;Landfill;;;;Paper and board: mixed;;tonnes;;1041,9017;;;;;;
Waste disposal;Paper;;;;Landfill;;;;Paper and board: paper;;tonnes;;1041,9017;;;;;;
Waste disposal;Paper;;;;Anaerobic digestion;;;;Paper and board: board;;tonnes;;;;;;;;
Waste disposal;Paper;;;;Anaerobic digestion;;;;Paper and board: mixed;;tonnes;;;;;;;;
Waste disposal;Paper;;;;Anaerobic digestion;;;;Paper and board: paper;;tonnes;;;;;;;;
Business travel- air;Flights;;Domestic, to/from UK;Average passenger;With RF;;;;;;passenger.km;;  0,29832 ;  0,29672 ;  0,00012 ;  0,00148 ;;;
Business travel- air;Flights;;Short-haul, to/from UK;Average passenger;With RF;;;;;;passenger.km;;  0,16236 ;  0,16155 ;  0,00001 ;  0,0008  ;;;
Business travel- air;Flights;;Short-haul, to/from UK;Economy class;With RF;;;;;;passenger.km;;  0,1597  ;  0,1589  ;  0,00001 ;  0,00079 ;;;
Business travel- air;Flights;;Short-haul, to/from UK;Business class;With RF;;;;;;passenger.km;;  0,23955 ;  0,23835 ;  0,00001 ;  0,00119 ;;;
Business travel- air;Flights;;Long-haul, to/from UK;Average passenger;With RF;;;;;;passenger.km;;  0,21256 ;  0,2115   ;  0,00001 ;  0,00105 ;;;
Business travel- air;Flights;;Long-haul, to/from UK;Economy class;With RF;;;;;;passenger.km;;  0,16279 ;  0,16197 ;  0,00001 ;  0,00081 ;;;
Business travel- air;Flights;;Long-haul, to/from UK;Premium economy class;With RF;;;;;;passenger.km;;  0,26046 ;  0,25916 ;  0,00001 ;  0,00129 ;;;
Business travel- air;Flights;;Long-haul, to/from UK;Business class;With RF;;;;;;passenger.km;;  0,47208 ;  0,46972 ;  0,00002 ;  0,00234 ;;;
Business travel- air;Flights;;Long-haul, to/from UK;First class;With RF;;;;;;passenger.km;;  0,65115 ;  0,6479  ;  0,00002 ;  0,00323 ;;;
Business travel- air;Flights;;International, to/from non-UK;Average passenger;With RF;;;;;;passenger.km;;  0,18277 ;  0,18185 ;  0,00001 ;  0,00091 ;;;
Business travel- air;Flights;;International, to/from non-UK;Economy class;With RF;;;;;;passenger.km;;  0,139965;  0,13927 ;  0,000005;  0,00069 ;;;
Business travel- air;Flights;;International, to/from non-UK;Premium economy class;With RF;;;;;;passenger.km;;  0,22395 ;  0,22283 ;  0,00001 ;  0,00111 ;;;
Business travel- air;Flights;;International, to/from non-UK;Business class;With RF;;;;;;passenger.km;;  0,4059  ;  0,40388 ;  0,00001 ;  0,00201 ;;;
Business travel- air;Flights;;International, to/from non-UK;First class;With RF;;;;;;passenger.km;;  0,55987 ;  0,55708 ;  0,00002 ;  0,00277 ;;;
Business travel- air;Flights;;Domestic, to/from UK;Average passenger;Without RF;;;;;;passenger.km;;  0,15777 ;  0,15617 ;  0,00012 ;  0,00148 ;;;
Business travel- air;Flights;;Short-haul, to/from UK;Average passenger;Without RF;;;;;;passenger.km;;  0,08584 ;  0,08503 ;  0,00001 ;  0,0008  ;;;
Business travel- air;Flights;;Short-haul, to/from UK;Economy class;Without RF;;;;;;passenger.km;;  0,08443 ;  0,08363 ;  0,00001 ;  0,00079 ;;;
Business travel- air;Flights;;Short-haul, to/from UK;Business class;Without RF;;;;;;passenger.km;;  0,12665 ;  0,12545 ;  0,00001 ;  0,00119 ;;;
Business travel- air;Flights;;Long-haul, to/from UK;Average passenger;Without RF;;;;;;passenger.km;;  0,11237 ;  0,11131 ;  0,00001 ;  0,00105 ;;;
Business travel- air;Flights;;Long-haul, to/from UK;Economy class;Without RF;;;;;;passenger.km;;  0,08607 ;  0,08525 ;  0,00001 ;  0,00081 ;;;
Business travel- air;Flights;;Long-haul, to/from UK;Premium economy class;Without RF;;;;;;passenger.km;;  0,1377  ;  0,1364  ;  0,00001 ;  0,00129 ;;;
Business travel- air;Flights;;Long-haul, to/from UK;Business class;Without RF;;;;;;passenger.km;;  0,24958 ;  0,24722 ;  0,00002 ;  0,00234 ;;;
Business travel- air;Flights;;Long-haul, to/from UK;First class;Without RF;;;;;;passenger.km;;  0,34425 ;  0,341   ;  0,00002 ;  0,00323 ;;;
Business travel- air;Flights;;International, to/from non-UK;Average passenger;Without RF;;;;;;passenger.km;;  0,09663 ;  0,09571 ;  0,00001 ;  0,00091 ;;;
Business travel- air;Flights;;International, to/from non-UK;Economy class;Without RF;;;;;;passenger.km;;  0,073995;  0,0733  ;  0,000005;  0,00069 ;;;
Business travel- air;Flights;;International, to/from non-UK;Premium economy class;Without RF;;;;;;passenger.km;;  0,1184  ;  0,11728 ;  0,00001 ;  0,00111 ;;;
Business travel- air;Flights;;International, to/from non-UK;Business class;Without RF;;;;;;passenger.km;;  0,21459 ;  0,21257 ;  0,00001 ;  0,00201 ;;;
Business travel- air;Flights;;International, to/from non-UK;First class;Without RF;;;;;;passenger.km;;  0,29599 ;  0,2932  ;  0,00002 ;  0,00277 ;;;
WTT- business travel- air;WTT- flights;;Domestic, to/from UK;Average passenger;With RF;;;;;;passenger.km;;  0,03267 ;;;;;;
WTT- business travel- air;WTT- flights;;Short-haul, to/from UK;Average passenger;With RF;;;;;;passenger.km;;  0,01779 ;;;;;;
WTT- business travel- air;WTT- flights;;Short-haul, to/from UK;Economy class;With RF;;;;;;passenger.km;;  0,0175  ;;;;;;
WTT- business travel- air;WTT- flights;;Short-haul, to/from UK;Business class;With RF;;;;;;passenger.km;;  0,02624 ;;;;;;
WTT- business travel- air;WTT- flights;;Long-haul, to/from UK;Average passenger;With RF;;;;;;passenger.km;;  0,02329 ;;;;;;
WTT- business travel- air;WTT- flights;;Long-haul, to/from UK;Economy class;With RF;;;;;;passenger.km;;  0,01783 ;;;;;;
WTT- business travel- air;WTT- flights;;Long-haul, to/from UK;Premium economy class;With RF;;;;;;passenger.km;;  0,02853 ;;;;;;
WTT- business travel- air;WTT- flights;;Long-haul, to/from UK;Business class;With RF;;;;;;passenger.km;;  0,05172 ;;;;;;
WTT- business travel- air;WTT- flights;;Long-haul, to/from UK;First class;With RF;;;;;;passenger.km;;  0,07134 ;;;;;;
WTT- business travel- air;WTT- flights;;International, to/from non-UK;Average passenger;With RF;;;;;;passenger.km;;  0,02002 ;;;;;;
WTT- business travel- air;WTT- flights;;International, to/from non-UK;Economy class;With RF;;;;;;passenger.km;;  0,01533 ;;;;;;
WTT- business travel- air;WTT- flights;;International, to/from non-UK;Premium economy class;With RF;;;;;;passenger.km;;  0,02453 ;;;;;;
WTT- business travel- air;WTT- flights;;International, to/from non-UK;Business class;With RF;;;;;;passenger.km;;  0,04447 ;;;;;;
WTT- business travel- air;WTT- flights;;International, to/from non-UK;First class;With RF;;;;;;passenger.km;;  0,06134 ;;;;;;
WTT- business travel- air;WTT- flights;;Domestic, to/from UK;Average passenger;Without RF;;;;;;passenger.km;;  0,03267 ;;;;;;
WTT- business travel- air;WTT- flights;;Short-haul, to/from UK;Average passenger;Without RF;;;;;;passenger.km;;  0,01779 ;;;;;;
WTT- business travel- air;WTT- flights;;Short-haul, to/from UK;Economy class;Without RF;;;;;;passenger.km;;  0,0175  ;;;;;;
WTT- business travel- air;WTT- flights;;Short-haul, to/from UK;Business class;Without RF;;;;;;passenger.km;;  0,02624 ;;;;;;
WTT- business travel- air;WTT- flights;;Long-haul, to/from UK;Average passenger;Without RF;;;;;;passenger.km;;  0,02329 ;;;;;;
WTT- business travel- air;WTT- flights;;Long-haul, to/from UK;Economy class;Without RF;;;;;;passenger.km;;  0,01783 ;;;;;;
WTT- business travel- air;WTT- flights;;Long-haul, to/from UK;Premium economy class;Without RF;;;;;;passenger.km;;  0,02853 ;;;;;;
WTT- business travel- air;WTT- flights;;Long-haul, to/from UK;Business class;Without RF;;;;;;passenger.km;;  0,05172 ;;;;;;
WTT- business travel- air;WTT- flights;;Long-haul, to/from UK;First class;Without RF;;;;;;passenger.km;;  0,07134 ;;;;;;
WTT- business travel- air;WTT- flights;;International, to/from non-UK;Average passenger;Without RF;;;;;;passenger.km;;  0,02002 ;;;;;;
WTT- business travel- air;WTT- flights;;International, to/from non-UK;Economy class;Without RF;;;;;;passenger.km;;  0,01533 ;;;;;;
WTT- business travel- air;WTT- flights;;International, to/from non-UK;Premium economy class;Without RF;;;;;;passenger.km;;  0,02453        ;;;;;;
WTT- business travel- air;WTT- flights;;International, to/from non-UK;Business class;Without RF;;;;;;passenger.km;;  0,04447 ;;;;;;
WTT- business travel- air;WTT- flights;;International, to/from non-UK;First class;Without RF;;;;;;passenger.km;;  0,06134 ;;;;;;
Business travel- sea;Ferry;;;;Foot passenger;;;;;;passenger.km;;  0,01874;  0,01848;  0,00001;  0,00025;;;
Business travel- sea;Ferry;;;;Car passenger;;;;;;passenger.km;;  0,12953;  0,12774;  0,00004;  0,00175;;;
Business travel- sea;Ferry;;;;Average (all passenger);;;;;;passenger.km;;  0,11287;  0,11131;  0,00004;  0,00152;;;
WTT- business travel- sea;WTT- ferry;;;;Foot passenger;;;;;;passenger.km;;  0,00363;;;;;;
WTT- business travel- sea;WTT- ferry;;;;Car passenger;;;;;;passenger.km;;  0,02506;;;;;;
WTT- business travel- sea;WTT- ferry;;;;Average (all passenger);;;;;;passenger.km;;  0,02183;;;;;;
Business travel- land;Cars (by market segment);;;;Mini;;Diesel;;;;km;;  0,11096 ;  0,1091  ;  0,00001 ;  0,00185 ;;;
Business travel- land;Cars (by market segment);;;;Mini;;Diesel;;;;miles;;  0,17858 ;  0,17558 ;  0,00002 ;  0,00298 ;;;
Business travel- land;Cars (by market segment);;;;Supermini;;Diesel;;;;km;;  0,13725 ;  0,13539 ;  0,00001 ;  0,00185 ;;;
Business travel- land;Cars (by market segment);;;;Supermini;;Diesel;;;;miles;;  0,22089 ;  0,21789 ;  0,00002 ;  0,00298 ;;;
Business travel- land;Cars (by market segment);;;;Lower medium;;Diesel;;;;km;;  0,15048 ;  0,14862 ;  0,00001 ;  0,00185 ;;;
Business travel- land;Cars (by market segment);;;;Lower medium;;Diesel;;;;miles;;  0,24217 ;  0,23917 ;  0,00002 ;  0,00298 ;;;
Business travel- land;Cars (by market segment);;;;Upper medium;;Diesel;;;;km;;  0,16849 ;  0,16663 ;  0,00001 ;  0,00185 ;;;
Business travel- land;Cars (by market segment);;;;Upper medium;;Diesel;;;;miles;;  0,27116 ;  0,26816 ;  0,00002 ;  0,00298 ;;;
Business travel- land;Cars (by market segment);;;;Executive;;Diesel;;;;km;;  0,18125 ;  0,17939 ;  0,00001 ;  0,00185 ;;;
Business travel- land;Cars (by market segment);;;;Executive;;Diesel;;;;miles;;  0,2917  ;  0,2887  ;  0,00002 ;  0,00298 ;;;
Business travel- land;Cars (by market segment);;;;Luxury;;Diesel;;;;km;;  0,22177 ;  0,21991 ;  0,00001 ;  0,00185 ;;;
Business travel- land;Cars (by market segment);;;;Luxury;;Diesel;;;;miles;;  0,35691 ;  0,35391 ;  0,00002 ;  0,00298 ;;;
Business travel- land;Cars (by market segment);;;;Sports;;Diesel;;;;km;;  0,17521 ;  0,17335 ;  0,00001 ;  0,00185 ;;;
Business travel- land;Cars (by market segment);;;;Sports;;Diesel;;;;miles;;  0,28198 ;  0,27898 ;  0,00002 ;  0,00298 ;;;
Business travel- land;Cars (by market segment);;;;Dual purpose 4X4;;Diesel;;;;km;;  0,21194 ;  0,21008 ;  0,00001 ;  0,00185 ;;;
Business travel- land;Cars (by market segment);;;;Dual purpose 4X5;;Diesel;;;;miles;;  0,34108 ;  0,33808 ;  0,00002 ;  0,00298 ;;;
Business travel- land;Cars (by market segment);;;;MPV;;Diesel;;;;km;;  0,18452 ;  0,18266 ;  0,00001 ;  0,00185 ;;;
Business travel- land;Cars (by market segment);;;;MPV;;Diesel;;;;miles;;  0,29696 ;  0,29396 ;  0,00002 ;  0,00298 ;;;
Business travel- land;Cars (by market segment);;;;Mini;;Petrol;;;;km;;  0,14114 ;  0,14039 ;  0,00033 ;  0,00042 ;;;
Business travel- land;Cars (by market segment);;;;Mini;;Petrol;;;;miles;;  0,22715 ;  0,22594 ;  0,00054 ;  0,00067 ;;;
Business travel- land;Cars (by market segment);;;;Supermini;;Petrol;;;;km;;  0,15743 ;  0,15668 ;  0,00033 ;  0,00042 ;;;
Business travel- land;Cars (by market segment);;;;Supermini;;Petrol;;;;miles;;  0,25336 ;  0,25215 ;  0,00054 ;  0,00067 ;;;
Business travel- land;Cars (by market segment);;;;Lower medium;;Petrol;;;;km;;  0,18284 ;  0,18209 ;  0,00033 ;  0,00042 ;;;
Business travel- land;Cars (by market segment);;;;Lower medium;;Petrol;;;;miles;;  0,29425 ;  0,29304 ;  0,00054 ;  0,00067 ;;;
Business travel- land;Cars (by market segment);;;;Upper medium;;Petrol;;;;km;;  0,20956 ;  0,20881 ;  0,00033 ;  0,00042 ;;;
Business travel- land;Cars (by market segment);;;;Upper medium;;Petrol;;;;miles;;  0,33726 ;  0,33605 ;  0,00054 ;  0,00067 ;;;
Business travel- land;Cars (by market segment);;;;Executive;;Petrol;;;;km;;  0,23952 ;  0,23877 ;  0,00033 ;  0,00042 ;;;
Business travel- land;Cars (by market segment);;;;Executive;;Petrol;;;;miles;;  0,38548 ;  0,38427 ;  0,00054 ;  0,00067 ;;;
Business travel- land;Cars (by market segment);;;;Luxury;;Petrol;;;;km;;  0,33702 ;  0,33627 ;  0,00033 ;  0,00042 ;;;
Business travel- land;Cars (by market segment);;;;Luxury;;Petrol;;;;miles;;  0,54238 ;  0,54117 ;  0,00054 ;  0,00067 ;;;
Business travel- land;Cars (by market segment);;;;Sports;;Petrol;;;;km;;  0,24626 ;  0,24551 ;  0,00033 ;  0,00042 ;;;
Business travel- land;Cars (by market segment);;;;Sports;;Petrol;;;;miles;;  0,39632 ;  0,39511 ;  0,00054 ;  0,00067 ;;;
Business travel- land;Cars (by market segment);;;;Dual purpose 4X4;;Petrol;;;;km;;  0,24684 ;  0,24609 ;  0,00033 ;  0,00042 ;;;
Business travel- land;Cars (by market segment);;;;Dual purpose 4X5;;Petrol;;;;miles;;  0,39725 ;  0,39604 ;  0,00054 ;  0,00067 ;;;
Business travel- land;Cars (by market segment);;;;MPV;;Petrol;;;;km;;  0,20096 ;  0,20021 ;  0,00033 ;  0,00042 ;;;
Business travel- land;Cars (by market segment);;;;MPV;;Petrol;;;;miles;;  0,32342 ;  0,32221 ;  0,00054 ;  0,00067 ;;;
Business travel- land;Cars (by market segment);;;;Mini;;Unknown;;;;km;;  0,14093 ;  0,14017 ;  0,00033 ;  0,00043 ;;;
Business travel- land;Cars (by market segment);;;;Mini;;Unknown;;;;miles;;  0,22681 ;  0,22559 ;  0,00053 ;  0,00069 ;;;
Business travel- land;Cars (by market segment);;;;Supermini;;Unknown;;;;km;;  0,1544  ;  0,15348 ;  0,00029 ;  0,00063 ;;;
Business travel- land;Cars (by market segment);;;;Supermini;;Unknown;;;;miles;;  0,24849 ;  0,24701 ;  0,00046 ;  0,00102 ;;;
Business travel- land;Cars (by market segment);;;;Lower medium;;Unknown;;;;km;;  0,16669 ;  0,16539 ;  0,00017 ;  0,00113 ;;;
Business travel- land;Cars (by market segment);;;;Lower medium;;Unknown;;;;miles;;  0,26828 ;  0,26617 ;  0,00028 ;  0,00183 ;;;
Business travel- land;Cars (by market segment);;;;Upper medium;;Unknown;;;;km;;  0,17869 ;  0,1771  ;  0,00009 ;  0,0015  ;;;
Business travel- land;Cars (by market segment);;;;Upper medium;;Unknown;;;;miles;;  0,28758 ;  0,28502 ;  0,00015 ;  0,00241 ;;;
Business travel- land;Cars (by market segment);;;;Executive;;Unknown;;;;km;;  0,19502 ;  0,19341 ;  0,00009 ;  0,00152 ;;;
Business travel- land;Cars (by market segment);;;;Executive;;Unknown;;;;miles;;  0,31384 ;  0,31126 ;  0,00014 ;  0,00244 ;;;
Business travel- land;Cars (by market segment);;;;Luxury;;Unknown;;;;km;;  0,27753 ;  0,2762  ;  0,00017 ;  0,00116 ;;;
Business travel- land;Cars (by market segment);;;;Luxury;;Unknown;;;;miles;;  0,44664 ;  0,4445  ;  0,00027 ;  0,00187 ;;;
Business travel- land;Cars (by market segment);;;;Sports;;Unknown;;;;km;;  0,23456 ;  0,23363 ;  0,00028 ;  0,00065 ;;;
Business travel- land;Cars (by market segment);;;;Sports;;Unknown;;;;miles;;  0,37749 ;  0,37599 ;  0,00045 ;  0,00105 ;;;
Business travel- land;Cars (by market segment);;;;Dual purpose 4X4;;Unknown;;;;km;;  0,21795 ;  0,21627 ;  0,00007 ;  0,00161 ;;;
Business travel- land;Cars (by market segment);;;;Dual purpose 4X5;;Unknown;;;;miles;;  0,35075 ;  0,34805 ;  0,00011 ;  0,00259 ;;;
Business travel- land;Cars (by market segment);;;;MPV;;Unknown;;;;km;;  0,18945 ;  0,18791 ;  0,00011 ;  0,00143 ;;;
Business travel- land;Cars (by market segment);;;;MPV;;Unknown;;;;miles;;  0,30487 ;  0,30241 ;  0,00017 ;  0,00229 ;;;
Business travel- land;Cars (by market segment);;;;Mini;;Plug-in Hybrid Electric Vehicle;;;;km;;;;;;;;
Business travel- land;Cars (by market segment);;;;Mini;;Plug-in Hybrid Electric Vehicle;;;;miles;;0,00000;;;;;;
Business travel- land;Cars (by market segment);;;;Supermini;;Plug-in Hybrid Electric Vehicle;;;;km;;0,06995;0,06948;0,00018;0,00029;;;
Business travel- land;Cars (by market segment);;;;Supermini;;Plug-in Hybrid Electric Vehicle;;;;miles;;0,11258;0,11182;0,00029;0,00047;;;
Business travel- land;Cars (by market segment);;;;Lower medium;;Plug-in Hybrid Electric Vehicle;;;;km;;0,10562;0,10501;0,00030;0,00031;;;
Business travel- land;Cars (by market segment);;;;Lower medium;;Plug-in Hybrid Electric Vehicle;;;;miles;;0,16997;0,16899;0,00048;0,00050;;;
Business travel- land;Cars (by market segment);;;;Upper medium;;Plug-in Hybrid Electric Vehicle;;;;km;;0,11843;0,11773;0,00032;0,00038;;;
Business travel- land;Cars (by market segment);;;;Upper medium;;Plug-in Hybrid Electric Vehicle;;;;miles;;0,19060;0,18947;0,00052;0,00061;;;
Business travel- land;Cars (by market segment);;;;Executive;;Plug-in Hybrid Electric Vehicle;;;;km;;0,13320;0,13244;0,00038;0,00038;;;
Business travel- land;Cars (by market segment);;;;Executive;;Plug-in Hybrid Electric Vehicle;;;;miles;;0,21437;0,21314;0,00061;0,00062;;;
Business travel- land;Cars (by market segment);;;;Luxury;;Plug-in Hybrid Electric Vehicle;;;;km;;0,15980;0,15889;0,00045;0,00046;;;
Business travel- land;Cars (by market segment);;;;Luxury;;Plug-in Hybrid Electric Vehicle;;;;miles;;0,25719;0,25572;0,00073;0,00074;;;
Business travel- land;Cars (by market segment);;;;Sports;;Plug-in Hybrid Electric Vehicle;;;;km;;0,12377;0,12306;0,00035;0,00036;;;
Business travel- land;Cars (by market segment);;;;Sports;;Plug-in Hybrid Electric Vehicle;;;;miles;;0,19919;0,19805;0,00056;0,00058;;;
Business travel- land;Cars (by market segment);;;;Dual purpose 4X4;;Plug-in Hybrid Electric Vehicle;;;;km;;0,12928;0,12851;0,00036;0,00041;;;
Business travel- land;Cars (by market segment);;;;Dual purpose 4X5;;Plug-in Hybrid Electric Vehicle;;;;miles;;0,20805;0,20682;0,00058;0,00065;;;
Business travel- land;Cars (by market segment);;;;MPV;;Plug-in Hybrid Electric Vehicle;;;;km;;0,00000;;;;;;
Business travel- land;Cars (by market segment);;;;MPV;;Plug-in Hybrid Electric Vehicle;;;;miles;;0,00000;;;;;;
Business travel- land;Cars (by market segment);;;;Mini;;Battery Electric Vehicle;;;;km;;0,05765;0,05720;0,00014;0,00031;;;
Business travel- land;Cars (by market segment);;;;Mini;;Battery Electric Vehicle;;;;miles;;0,09277;0,09205;0,00022;0,00050;;;
Business travel- land;Cars (by market segment);;;;Supermini;;Battery Electric Vehicle;;;;km;;0,05225;0,05185;0,00012;0,00028;;;
